,deptCode,courseNum,description
3279,PHIL,231,Same as REL 231. See REL 231.
3280,PHIL,250,Comparative examination of important historical and contemporary conceptions of human nature.
3281,PHIL,307,Same as LING 307. See LING 307.
3282,PHIL,316,Same as ECE 316. See ECE 316.
3283,PHIL,380,"Philosophical examination of positions taken on some issue of current concern, for example, human sexuality, death and dying, feminism, race, intelligence, war, sociobiology, and environmental ethics. See Class Schedule for current topics. "
3284,PHIL,390,Readings in selected philosophical topics. Course may be taken by honors students in partial fulfillment of department honors requirements. 
3285,PHIL,410,Intensive study of one ancient philosopher or the intensive study of a major philosophical problem through the consideration of a number of ancient philosophers; chief emphasis on Plato and/or Aristotle. 
3286,PHIL,414,"Intensive study of one or two important philosophers of the present century, e.g., Wittgenstein, Dewey, Heidegger, or Quine. Topics vary; see Class Schedule. "
3287,PHIL,421,"Systematic study of selected classics in moral philosophy by such philosophers as Aristotle, Hume, Mill, Kant, and Nietzsche. "
3288,PHIL,422,Intensive treatment of issues in contemporary ethical theory. 
3289,PHIL,425,Philosophical problems arising in connection with mental phenomena; the relation of mind and body; free will and determinism; our knowledge of other minds; and the self and personal identity. 
3290,PHIL,433,"Same as IB 436, NEUR 433 and PSYC 433. See PSYC 433."
3291,PHIL,436,"Examination of issues in the philosophy of law, such as the nature of law, law and morality, justice, liberty and authority, punishment, and legal responsibility. "
3292,PHIL,458,Same as BCOG 458. See BCOG 458.
3293,PHIL,477,"Psychology, broadly construed, is a cluster of disciplines devoted to the study of mind and behavior, including cognitive and developmental psychology, neuroscience, and artificial intelligence. Investigates the relationships that these disciplines bear to one another and of their overall potential to resolve age-old philosophical questions about the mind. "
3294,PHIL,492,Special training in philosophical investigation. Course may be taken by students pursuing graduation with distinction in partial fulfillment of those requirements. 
3295,PHIL,501,"Study of selected major philosophers, movements, problems, or topics in the history of philosophy. "
3296,PHIL,507,Same as LING 507. See LING 507.
3297,PHIL,511,Intensive study of problems in ethical theory. 
3298,PHIL,514,"Same as PSYC 514, ANTH 514, CS 549, EPSY 551, and LING 570. See PSYC 514."
3299,PHIL,523,Selected topics and writings of major importance in the contemporary philosophy of knowledge. 
3300,PHIL,583,Individual study and oral and written reports on topics not covered in other courses. Topics and plan of study must be approved by the candidate's adviser and by the staff member who directs the work. 
3301,PHIL,590,Restricted to students satisfying requirements for the master's degree by writing a substantial essay. 
3302,PHIL,599,Approved for S/U grading only. May be repeated.
3303,PHYS,100,Conceptual and problem solving skills in preparation for 
3304,PHYS,101,"Newton's Laws, work and energy, rotational motion, fluids, thermodynamics, and waves. A noncalculus-based approach for majors in the life sciences, preprofessional health programs, agriculture, and veterinary medicine. "
3305,PHYS,102,"Electric forces and fields, electric potential, electric circuits, magnetic forces and fields, geometrical optics, relativity,  and modern physics. A noncalculus-based approach for majors in the life sciences, preprofessional health programs, agriculture, and veterinary medicine. "
3306,PHYS,110,"Exploration of careers founded on physics undergraduate training. Introduction to the Physics Department, faculty, research and curricula. Outside speaker presentations. "
3307,PHYS,199,Approved for letter and S/U grading. May be repeated.
3308,PHYS,211,"Newton's Laws, work and energy, static properties and fluids, oscillations, transverse waves, systems of particles, and rotations. A calculus-based approach for majors in engineering, mathematics, physics and chemistry. "
3309,PHYS,212,"Coulomb's Law, electric fields, Gauss' Law, electric potential, capacitance, circuits, magnetic forces and fields, Ampere's law, induction, electromagnetic waves, polarization, and geometrical optics. A calculus-based approach for majors in engineering, mathematics, physics, and chemistry. "
3310,PHYS,213,"First and second laws of thermodynamics including kinetic theory of gases, heat capacity, heat engines, introduction to entropy and statistical mechanics, and introduction to application of free energy and Boltzmann factor. A calculus-based approach for majors in engineering, mathematics, physics and chemistry. "
3311,PHYS,214,"Interference and diffraction, photons and matter waves, the Bohr atom, uncertainty principle, and wave mechanics. A calculus-based course for majors in engineering, mathematics, physics, and chemistry. "
3312,PHYS,222,Supplement to 
3313,PHYS,225,"Theory of Special Relativity, with applications to kinematics and dynamics. Key mathematical methods as they apply to aspects of electromagnetic theory and classical mechanics, including vector analysis, series expansions, matrices, Fourier analysis, partial differentiation, three-dimensional calculus, and simple differential equations. "
3314,PHYS,298,"Topical offerings of technical interest, skills, and knowledge in physics, and its practice, intended to augment the existing curriculum at the introductory level. "
3315,PHYS,325,"Kinematics and dynamics of classical systems, including a review of Newtonian kinematics and dynamics. Three dimensional motion, variable mass, and conservation laws; damped and periodically driven oscillations; gravitational potential of extended objects and motion in rotating frames of reference; Lagrangian and Hamiltonian mechanics. "
3316,PHYS,326,Continuation of 
3317,PHYS,329,Same as ATMS 302. See ATMS 302.
3318,PHYS,398,"Topical offerings of technical interest, skills, and knowledge in physics, and its practice, intended to augment the existing curriculum at the intermediate level. "
3319,PHYS,401,"Experiments and techniques in classical mechanics and electromagnetism. Dynamics of electrical and mechanical oscillators in the linear domain. Fourier analysis of system response. Measurements of electrostatic fields, transmission lines, waves, and radiation. Electromagnetic phenomena in dielectrics, conductors, and magnetic materials. Instruction in data analysis and report writing. "
3320,PHYS,402,"Wave kinematics; geometrical optics: basic concepts, ray-tracing and matrix formalism, Gaussian imaging by thick lenses, stops, apertures, and intensity relations; interference; interference spectroscopy and coherence; diffraction: Fresnel-Kirchhoff formulation, Fraunhofer case, Fresnel case, and holography; polarized light. "
3321,PHYS,403,"Techniques and experiments in the physics of atoms, atomic nuclei, molecules, the solid state, and other areas of modern physical research. "
3322,PHYS,427,"Equilibrium thermodynamics, statistical mechanics, and kinetic theory of gases. A unified treatment is used in that the principles of heat and thermodynamics are discussed along with statistical postulates and the microscopic approach of introductory quantum mechanics. "
3323,PHYS,435,"Static electric and magnetic fields, their interactions with electric charge and current, and their transformation properties; the effect of special relativity is incorporated. Macroscopic fields in material media are described. "
3324,PHYS,436,"Time-dependent fields. Electromagnetic induction, Maxwell's equations, electromagnetic wave propagation in various media and structures, and electromagnetic radiation from charge and current distributions. Relativistic covariance of Maxwell's equations.  "
3325,PHYS,460,"Bonding and structure of crystals; energy bands in insulators, semiconductors, and metals; electrical conductivity; optical properties; lattice vibrations; elasticity; point defects; dislocations. "
3326,PHYS,466,Same as CSE 485 and MSE 485. See MSE 485.
3327,PHYS,485,Basic concepts of quantum theory which underlie modern theories of the properties of materials; elements of atomic and nuclear theory; kinetic theory and statistical mechanics; quantum theory and simple applications; atomic spectra and atomic structure; molecular structure and chemical binding. 
3328,PHYS,486,"Atomic phenomena integrated with an introduction to quantum theory; evidence for the atomic nature of matter and the properties of the Schrodinger equation, single particle solutions in one dimension, the hydrogen atom, perturbation theory, external fields, and atomic spectroscopy of outer electrons. "
3329,PHYS,487,Continuation of 
3330,PHYS,496,"Examination of current research topics through extensive reading, writing, and oral-presentation activities. "
3331,PHYS,497,Individual study at an advanced level in a subject not covered by course offerings. 
3332,PHYS,498,Subject offerings of new and developing areas of knowledge in physics intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. 
3333,PHYS,505,Review of Maxwell's equations; relativistic formulation of the electromagnetic field and the motion of charged particles; plane and guided waves; retarded potentials; radiation from simple antennas; radiation from accelerated charged particles; scattering and further topics. 
3334,PHYS,508,"Core techniques of mathematical physics widely used in the physical sciences. Calculus of variations and its applications; partial differential equations of mathematical physics (including classification and boundary conditions); separation of variables, series solutions of ordinary differential equations and Sturm-Liouville eigenproblems; Legendre polynomials, spherical harmonics, Bessel functions and their applications; normal mode eigenproblems (including the wave and diffusion equations); inhomogeneous ordinary differential equations (including variation of parameters); inhomogeneous partial differential equations and Green functions; potential theory; integral equations (including Fredholm theory). "
3335,PHYS,540,"Fundamental aspect of astrophysics and cosmology and new developments in these fields. Basic physical concepts and principles, the key observational evidence, and illustrative calculations. Relativistic cosmological models, inflation, Big-Bang nucleosynthesis, and the cosmic microwave background; formation and evolution of galaxy clusters, galaxies, and stars; formation, structure, and evolution of white dwarfs, neutron stars, and black holes; rotation- and accretion-powered pulsars, X-ray and y-ray stars, and gravitational radiation. "
3336,PHYS,561,Hartree-Fock theory and electron-electron interactions; electron-phonon interactions; electron dynamics and transport; BCS theory of superconductivity; elastic properties; thermal properties due to anharmonicity; defects in solids. 
3337,PHYS,565,Same as ECE 535. See ECE 535.
3338,PHYS,580,"Second course in quantum mechanics. Operators, state vectors, and the formal structure of quantum theory; operator treatments of simple systems; angular momentum and vector addition coefficients; stationary state perturbation theory; introduction to scattering theory for particles without spin, partial wave analysis, and Born approximation; examples taken from atomic, nuclear, and elementary particle physics. "
3339,PHYS,582,"Standard techniques of field theory as used by experimenters and theorists; relativistic quantum mechanics of a single particle; Lagrangian field theories, perturbation theory, and calculation of lowest-order processes; introduction to Feynman diagrams and higher order processes; examples taken from quantum electrodynamics, solid-state and elementary particle physics, and many-body theory. "
3340,PHYS,596,Introduction to research in the Department of Physics. Advice on choosing a field of research and finding a research advisor. Faculty-presented overviews of the major areas of research available in the Physics Department. General discussions on instructional topics as well as ethics in teaching and sciences.
3341,PHYS,597,Individual study in a subject not covered in course offerings may be arranged for credit by registration under this number. 
3342,PHYS,598,Subject offerings of new and developing areas of knowledge in physics intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. 
3343,PHYS,599,Approved for S/U grading only. May be repeated.
3344,PLPA,200,"Plant diseases and their impact on food supplies and human history are studied in lectures, demonstrations and discussions. Issues of food production and safety, pesticide use and human health, and the environment are considered. Includes the biology of pathogens that cause plant disease. "
3345,PLPA,395,"Independent research, special problems, thesis, development and/or design work under the supervision of an appropriate member of the faculty. "
3346,PLPA,405,"Field and laboratory techniques in plant disease diagnosis and appraisal; identification of diseases of small grains, turf, corn, soybeans, forage crops, vegetables, fruit, forest and shade trees, and ornamentals, both on field trips and in laboratory exercises. Includes fundamentals of disease management. "
3347,PLPA,407,"Studies the symptoms of major field crop diseases, life histories of causal organisms, and methods of control. Lecture and laboratory. "
3348,PLPA,599,Individual study and basic and/or applied research related to plant disease; required of all students working toward the Master of Science or Doctor of Philosophy in Plant Pathology. 
3349,POL,101,"Oral and written work on basic pronunciation, grammar, and vocabulary. For students with no prior work in Polish."
3350,POL,199,May be repeated.
3351,POL,201,"Grammar review, conversation practice, written exercises, and selected readings. "
3352,POL,245,"Critical survey, in translation, of Polish literature from the Middle Ages to the end of the nineteenth century; special attention given to the works in their cultural context. "
3353,PORT,199,Approved for letter and S/U grading. May be repeated.
3354,PORT,400,"Accelerated language learning course designed for beginners, equivalent to two semesters. Early emphasis on production skills; comprehension-based skills will be introduced in rapid succession. Course designed for speakers and non-speakers of Romance languages. Some focus on those linguistics structures specific to Portuguese which differ significantly from equivalents in other Romance languages. "
3355,PORT,401,"Continued development of reading, writing and conversational skills. Completion of this course fulfills the third-semester level of Portuguese language instruction. Followed by "
3356,PORT,402,"The study of the structure of modern Portuguese in both its phonological and syntactic aspects for the student who already has a functional command of the language, with emphasis on developing ability to analyze and interpret grammatical structures. "
3357,PORT,460,"Same as EIL 460, EPSY 487, FR 460, GER 460, ITAL 460, SLS 460, and SPAN 460. See EIL 460."
3358,PORT,489,"Same as FR 481, GER 489, ITAL 489, LING 489 and SPAN 489. See LING 489."
3359,PORT,559,"Same as FR 559, ITAL 559, LING 559, RMLG 559, and SPAN 557. See SPAN 557."
3360,PORT,571,Same as SPAN 571. See SPAN 571.
3361,PORT,584,"Same as CI 584, EALC 584, EPSY 563, FR 584, GER 584, ITAL 584, LING 584, and SPAN 584. See SPAN 584."
3362,PORT,588,"Same as EALC 588, FR 588, GER 588, ITAL 588, LING 588, and SPAN 588. See SPAN 588."
3363,PORT,595,"Independent study/research under the direction of a faculty member. May or may not fulfill requirements for a particular degree program in Spanish, Italian and Portuguese. Consult graduate advisor. "
3364,PORT,599,Approved for S/U grading only. May be repeated.
3365,PS,100,Surveys the major concepts and approaches employed in the study of politics. 
3366,PS,101,"Examines the organization and development of national, state, and local governments in the U.S.; the federal system; the U.S. Constitutions; civil and political rights; the party system; and the nature, structure, powers, and procedures of national political institutions. This course may require limited participating as a subject in research."
3367,PS,125,"An examination of political Washington and policymaking. Through visits to think tanks, nonprofit organizations and agencies we will examine the policymaking world in Washington and get to know different participants in this process, what they do, and how they interact and work to affect policy and express their ideas. This course is a required component of the Illinois in Washington Program. "
3368,PS,170,"Study of how political institutions and laws can be both the vehicle and target of social and political transformation. Situates ideas about freedom of speech, civil disobedience, and political protest in historical context, showing how the contemporary political landscape has come to be what it is. An entry level course, it provides students with the fundaments of civic literacy and ideas and analytic tools needed to understand and engage political life."
3369,PS,201,"Examines efforts by racial and ethnic communities to organize politically and by society to allocate resources based on race or ethnicity. Topical focus includes African Americans, Latinos, Asian Americans, Native Americans, and white ethnics. The primary goal of the course is to develop a more comprehensive understanding of racial and ethnic politics by identifying commonalities and differences among these groups and their relationship to the state. "
3370,PS,220,"Surveys the policy process including adoption, implementation, and evaluation. Topics may include reviews of substantive policy issues such as crime, energy, environment, poverty, foreign policy, civil liberties, or economic regulation. "
3371,PS,225,"Examinations of the political, economic, ecological, and cultural trade-offs between the use and the preservation of the environment, with particular emphasis on the preservation of land and water resources in national parks, forests, and other reserved lands. "
3372,PS,230,"Surveys the principles that guide empirical research in political science; emphasizes definition of research problems, principles and practices of measurement, use of data as evidence, and data analysis. "
3373,PS,240,Surveys the basic concepts and principles of political analysis from a comparative perspective.
3374,PS,241,"Provides comparative and historical insights into the problems affecting the developing world by examining social, economic and political changes in Africa, Asia, and Latin America."
3375,PS,243,Same as AFRO 243 and AFST 243. See AFRO 243.
3376,PS,270,"Introduces the nature, structure, and purposes of political theory; examines major works on the problems of political order, obedience, justice, liberty, and representation to distinguish and clarify different theoretical approaches."
3377,PS,280,"Structure and processes of international relations, trends in international politics, and the future of the international system. "
3378,PS,291,"Students will think deeply about their internship experience and how their academic training connects to their professional work and career goals. Students who complete this course will be able to present themselves professionally, interact in professional environments, engage in professional and career-related discussions through networking, and write professional emails and memos. "
3379,PS,300,Selected readings and research in political science. See Class Schedule for current topics. 
3380,PS,301,Analyzes issues related to judicial interpretation of the constitution; the separation of governmental powers; federalism; checks and balances among the three branches of the national government; and the jurisdiction of federal courts. 
3381,PS,302,"Analyzes issues involved in free speech, freedom of religion, rights of the criminally accused, and government's responsibility to protect persons from discrimination based on race or sexual preference.  Pays special attention to the role of law and judges. "
3382,PS,303,Examines the legislative function in government; the structure and organization of Congress; legislative procedures; pressure groups and lobbying; the relation of legislature to other branches of government; and problems of legislative reorganization. 
3383,PS,306,"Introduction to the study of courts and judges as political institutions and actors. Focuses primarily on federal courts in the United States, but also covers courts in the American states. Addresses topics such as how judges are selected; who or what determines which cases are heard; the influence of ideology and the law on judges' decisions; the relationships that exist between the courts in the judiciary; the role of the president and the Senate in judicial decisions; and judges' decisions that run contrary to the public's wishes. "
3384,PS,313,"Examines cases of foreign-policy making over 100 years with a focus on the struggle between the legislative and executive branches, constitutional questions, explanations for changes in behavior, and the impact on democratic process. "
3385,PS,314,"Explores the psychological processes that underlie political attitudes and behaviors. Specifically, we will take theories from social, personality, cognitive, and evolutionary psychology and apply them to political phenomena. Topics will include how politics is affected by cognitive biases, emotions, persuasion, social influence, identity, prejudice and discrimination, personality, and evolution and genetics. We will also explore what we can learn about basic human psychology by studying politics carefully. "
3386,PS,320,"Examines the nature of public opinion in contemporary American politics. Considers the extent to which public opinion is organized by ideology, values, party identification and other group-related identities. Will analyze both the sources and consequences of public opinion and the nature of public support for democracy and democratic institutions. Will investigate the relationship between public opinion and policymaking. "
3387,PS,321,"Examines different approaches to evaluating the performance of public sector organizations, including private sector accountability principles. Focuses on how to improve the performance of governmental agencies, as well as corporate social responsibility. "
3388,PS,330,"Analyzes the relationship between political attitudes and public opinion formation. The course also discusses political participation, political tolerance, and attitudes toward political leaders. "
3389,PS,344,"This course will examine a range of topics relevant to understanding the development of Japanese politics in the postwar era. A central theme of the course will be to understand the processes of continuity and change through various lenses, including but not limited to history, culture, and institutions. "
3390,PS,348,"Examines the major governmental systems of continental Europe; the evolution, structure, and functioning of the political institutions of France, Germany, Italy, Spain, Switzerland, and the Scandinavian countries. "
3391,PS,371,"Considers the major works of Greek and Roman political theory, stressing their relevance to modern political analysis and action. "
3392,PS,373,Examines theories of the nature and conditions of democracy; compares and analyzes contemporary democratic institutions. 
3393,PS,375,"Provides analysis of how insights from liberal, Marxist, and post-structural political theory traditions shape contemporary feminist political theory. Examines how different epistemological arguments shape political analysis and uses those insights to explore the political forces that make us into gendered and racialized people. Explores how different traditions of thinking in feminist political theory generate different accounts of justice and political transformation. "
3394,PS,380,"A study of cooperation among states. Cooperation dilemmas and their solutions, with focus on institutional arrangements that are aimed to facilitate cooperation among states. "
3395,PS,385,"Considers the history of the European Union and its current functions and operations. Focuses on the ongoing process of political and cultural integration. Consists of sections in Illinois and abroad, interacting extensively via the worldwide web. "
3396,PS,390,"Considers the major foreign policy decisions currently confronting the United States government: analyzes their background, principal issues, and alternative actions, as well as the policy formulation process. "
3397,PS,394,"A comparative study of foreign policy decision-making and diplomacy among the major states from 1816-1948 with a focus on crisis bargaining, management, and escalation. Foreign relations of Britain, France, Germany, Russia, Italy, Japan, and the United States are covered in light of international relations theories. Emphasis is placed on how domestic political struggles, like those between hard liners and accommodationists, and external factors, like alliances and international norms, affect decision-making. Comparisons are made between those crises that are peacefully settled and those that escalate to war and/or get out of control. "
3398,PS,398,"Examination of basic concepts and tools for analyzing foreign policy and understanding international politics and economy. Simple game-theoretic models will be used to explore the logic and the mechanisms behind key policy issues in international economy, cooperation, security, and institutions. "
3399,PS,413,Same as GWS 478. See GWS 478.
3400,PS,490,Special topics not treated in regularly scheduled courses; designed primarily for juniors and seniors. 
3401,PS,491,Students follow a program of study and research related to an approved internship under the direction of the internship director and/or a faculty sponsor. Consult departmental undergraduate advisor or internship director. 
3402,PS,492,Assist departmental faculty in on-going research. Topics and nature of assistance vary. Capstone paper required. 
3403,PS,494,"Research, reading, and discussion in selected topics and works in literature of political science. A major research project is required in preparation for "
3404,PS,495,Provides an advanced overview of methodological issues in political science especially identification of research questions and design of research strategies in political science appropriate for a senior thesis. Requires completion of a substantial research proposal. 
3405,PS,496,2 to 6 undergraduate hours. No graduate credit. May be repeated to a maximum of 6 hours. Prerequisite: Written consent of instructor of department approval; open only to seniors whose major is political science and who have a general University grade point of 3.0.
3406,PS,519,Selected research topics designed for graduate study in American Politics. 
3407,PS,523,"Reviews strategies for systematic research based on small number of cases. Emphasis on problems of conceptualization, measurement, and analysis."
3408,PS,530,"Introduction to data analysis and inferential statistics, including data collection, analysis and interpretation, sampling, and measures of statistical association and significance. Also introduces statistical software."
3409,PS,532,"Select topics in inferential statistics, including models for limited dependent variables. Topics vary by semester and may include spatial econometrics, bootstrap models, ecological inference, and causal inference. "
3410,PS,580,Examines major theories and approaches to the study of international relations.
3411,PS,582,Comprehensive introduction to major traditions in contemporary thought on the political structure and workings of the global economy. Presumes background knowledge pertaining to the workings of the international economy and its institutions as well as familiarity with the assumptions and approaches of classical I. P. E. thought and International Relations theory. 
3412,PS,590,Research in selected topics by arrangement with the instructor.
3413,PS,596,"Accompanies the Politics Workshop, which brings in speakers from outside the department to present their research. The goal is to expose graduate students to the practice of engaging critically with research presentations from all fields of political science. Students will learn ""best practices"" in providing feedback about ongoing research projects. They will have the opportunity to utilize these skills both in class discussions and as discussants for the speakers in the Workshop "
3414,PS,599,Approved for S/U grading only. May be repeated.
3415,PSM,501,Engagement with students across science disciplines to address current developments in the science professions. Management and leadership challenges in science and issues facing science professionals in the workplace are addressed. Learning occurs through lecture and discussion with industry leaders. Taken in the first semester of the Professional Science Master's (PSM) cohort. 
3416,PSM,503,"Taken in the final semester of the PSM cohort, focuses on the shared experiences of the summer internship and on career development. Students present and critique, individual and in teams, the value and lessons learned from the internship. Discussions and exercises center on long-term career development and lifelong learning and commitment to science. "
3417,PSM,520,"Special, emerging, or advanced topics in science and business. Topics will vary by offering. May be used to pilot course offerings before adding them to the PSM curriculum. Open to Illinois Professional Science Master's (PSM) students only. "
3418,PSM,555,"Practical learning experience in which business knowledge and skills are applied to science problems and opportunities. In consultation with program coordinators, students find internship companies and positions that match their individual career objectives and meet the learning goals of the program. Learning objectives, deliverables, and performance evaluation are determined for each student by the program coordinator. Completed in the summer after the first year of study. Open to Illinois Professional Sciences Master's (PSM) students only. Internationals holding student visas must have prior authorization from International Student and Scholar Services. "
3419,PSYC,100,"Study of human behavior with special reference to perception, learning, memory, thinking, emotional life, and individual differences in intelligence, aptitude, and personality; emphasis on the scientific nature of psychological investigations; and discussion of research methods and the relation of their results to daily life and everyday problems. Lectures, discussions, and six hours of participation as a subject in psychological experiments. "
3420,PSYC,102,"Lectures designed to acquaint the psychology major with the various specializations available in the field, career exploration procedures, and a wide range of opportunities of special interest to psychology students. Recommended for freshmen in psychology. "
3421,PSYC,199,Approved for letter and S/U grading. May be repeated.
3422,PSYC,201,"Systematic study of social factors in individual and group behavior; attention to social perception, motivation, and learning; attitudes, norms, and social influence processes; the development and dynamics of groups; and the effects of social and cultural factors on the individual. "
3423,PSYC,204,"Introduction to the interdisciplinary field of cognitive neuroscience, which is concerned with how the cognitive systems supporting a broad range of capacities including memory, attention, and social and emotional processing, arise from the functioning of specific brain modules and brain mechanisms. Emphasizes how functional brain imaging and other cognitive neuroscience methods can be brought to bear on answering these questions. "
3424,PSYC,210,"Survey of current knowledge and speculation regarding the brain's role in perception, motivation, sexual behavior, thinking, memory, and learning, based upon human clinical data and research in animal models. "
3425,PSYC,216,Study of the psychological development of the child. 
3426,PSYC,224,"Introduction to the psychological study of human information processing and memory; acquisition, retrieval, and forgetting; and general knowledge, concepts, reasoning, and related issues in cognition. "
3427,PSYC,230,Survey of the experimental psychology of sensory and perceptual processes and behavior; emphasis on the contribution of behavior science to understanding subjective experience of the physical and social environment.
3428,PSYC,235,"Development of skill and understanding in the application of statistical methods to problems in psychological research; topics include descriptive statistics, probability theory and distributions, point and interval estimation, and hypothesis testing. "
3429,PSYC,238,"Conceptions and facts about disordered behavior, including psychoses, neuroses, and other patterns of psychological disturbance. "
3430,PSYC,239,"Redefines human and social problems and the implications for social programs and policies; reviews the historical antecedents, conceptual models, strategies and tactics of social and community programs; and employs examples from selected social systems (e.g., criminal justice, education, employment, and mental health). "
3431,PSYC,245,Systematic study of the application of psychological methods and principles in business and industry; emphasis on personnel selection and factors influencing efficiency. 
3432,PSYC,248,Survey of basic phenomena in learning and memory emphasizing experimental data from animal and human research. 
3433,PSYC,250,"Study of personality from various points of view: biological, experimental, social, and humanistic; surveys theory and empirical research in the study of personality. "
3434,PSYC,290,"Supervised participation in research and scholarly activities, usually as an assistant to an investigator. "
3435,PSYC,311,"Introduction to the research techniques used in behavioral neuroscience: includes behavioral analysis of drug effects, anatomy of the brain, hormones and behavior, neural circuits and related topics. Students will have direct experience working with laboratory rats to understand their importance in the advancement of our knowledge about how the brain functions. "
3436,PSYC,312,"Exploration of the theoretical, empirical, and experiential writings concerning the issues of race and ethnicity as they relate to human behavior from the perspective of the individual in various social contexts. "
3437,PSYC,324,"Overview of major theories and research in the field of developmental psychopathology. An emphasis will be placed on understanding how psychopathology is conceptualized from a developmental perspective. Topics will involve issues related to etiology, assessment, classification/diagnosis, and intervention. A range of psychological problems in childhood and adolescence will be discussed to illustrate the central themes. "
3438,PSYC,333,Methods and techniques of social psychological research in natural settings. Students formulate and carry out research problems using procedures appropriate for research in natural settings. 
3439,PSYC,334,"Examination of the research methods used to study human visual and spatial processes, including visual illusion, attention, imagery, navigation and spatial memory. Students will learn to design, carry out, and report psychological research. "
3440,PSYC,340,"Principles of psychology applied to service problems in the community; students serve as nonprofessional mental health workers in supervised experiences in schools, hospitals, and other nontraditional settings. "
3441,PSYC,350,"Study of personality emphasizing active participation in designing, conducting, analyzing, and presenting of research; lectures concern the practical aspects of research methodology and the philosophy of personality research; and laboratory involves conducting original research in small groups. "
3442,PSYC,353,"Analysis of theory and research on problems related to the manner in which persons judge themselves and others on the basis of information received; topics include impression formation integration, determinants of interpersonal attractions, and attribution processes. "
3443,PSYC,363,"Provides students with a background in developmental research methodology, such as observational techniques used with children. Students will gain experience collecting data and learn how to write research papers. "
3444,PSYC,383,Supervised practicum experiences in a community agency.
3445,PSYC,385,Supervised practicum experiences in a community agency.
3446,PSYC,396,Intermediate treatment of current topics in the field of psychology. 
3447,PSYC,403,"Examination of the nature of amnesia and what it teaches us about the organization of normal human memory. Coverage will include studies of amnesia and other circumscribed memory impairments in human patients, taken from the scientific literature, which will be compared to the descriptions of amnesia in movies, literature, and the media. "
3448,PSYC,408,"Human behavior is the result of many factors, including the independent and interactive effects of biological and social influences. The goals of this course are to understand how the basic principles of genetics can be used in the study of behavior in humans; evaluate the extent to which psychological characteristics are affected by genes; and consider the implications of genetic knowledge in psychology. Students will learn to evaluate evidence for and against genetic influences and gain an appreciation of the interrelationships of biological and social causes of behavior. "
3449,PSYC,416,Same as AFRO 411. See AFRO 411.
3450,PSYC,417,"Eating and drinking are critical to survival. Despite complex and redundant mechanisms, aberrant ingestive behaviors occur and can result in extreme body weights. This course is designed to critically probe and review the current understanding of neural and behavioral mechanisms of eating and drinking. Students will learn how eating and drinking are closely related to physical and mental health, and how to apply this knowledge to live a healthier life. "
3451,PSYC,420,Same as EPSY 420. See EPSY 420.
3452,PSYC,425,"Survey of theory and research in the psychology of language; topics include relation of linguistics and psychology, language development, and influence of language on perception, memory, and thought. "
3453,PSYC,433,"Current methods, tools, and progress in evolutionary biology and quantitative genetics of brain and behavior of vertebrates. "
3454,PSYC,450,"Survey of the theory and practice of using recordings of brain electrical activity to study normal and abnormal perception, attention, decision-making, memory, response preparation, and language. "
3455,PSYC,453,"Overview of the neuroscience of the visual system, the eye and subcortical structures, with a focus on the visual cortex and higher-level vision (e.g. attention and object perception). "
3456,PSYC,456,Same as EPSY 456 and IE 445. See EPSY 456.
3457,PSYC,465,"Major theories of personality and social development, with attention to processes of social learning, individual differences in personality development, and outcomes of social development; applications to school, home, and other field settings. "
3458,PSYC,468,"Examines relationship of the administrative, civil, and criminal justice systems to educational and mental health institutions; individual rights, social issues, and psychological well being. "
3459,PSYC,472,Same as NRES 472. See NRES 472.
3460,PSYC,475,"Introduces problems and research relevant to personnel issues in organizations. Topics include: individual differences; selection of personnel; test theory; performance appraisal; equal employment opportunity legislation, regulation, and litigation; assessing bias in selection. "
3461,PSYC,477,Same as PHIL 477. See PHIL 477.
3462,PSYC,490,"The measurement of human behavior in psychological studies; the construction and use of psychological tests; introduction to tests of intelligence, achievement, personality, and interest; and practice in test construction, administration, and validation. Lectures and laboratory. "
3463,PSYC,492,"Capstone experience for undergraduate students doing advanced research in any area of psychology. Provides in-depth background knowledge of their research, and teaches students to make effective oral and written presentations of their findings. In conjunction with "
3464,PSYC,494,Supervised independent investigation of special topics in psychology; requires a written report with a final copy submitted for departmental records. 
3465,PSYC,496,Advanced treatment of current topics in the field of psychology. 
3466,PSYC,498,Continuation of 
3467,PSYC,500,"Provides practical guidance to graduate students in psychology about a variety of professional issues, including topics such as publishing, speaking, writing, teaching, research ethics, mentoring, interviewing for jobs, and preparing for different career options. The course is discussion-based and provides a forum to address common questions and problems encountered by graduate students in psychology. "
3468,PSYC,501,"Explores topics concerning the best research practices used in the different areas of psychology. Examination of recent advances in research design, analysis, and reporting will hone methodological and statistical intuitions. Students will investigate the growing literature on problematic practices, consider proposed solutions, and construct and evaluate simulations to enhance their understanding of the best methodologies so they can contribute to a more open and reproducible psychological science. "
3469,PSYC,506,"Techniques in applied statistics used in psychological research, including simple linear regression, partial and multiple correlation, and nonparametric methods; thorough review of statistical estimation and significance tests; emphasizes applied statistics and statistical computing. "
